Customer_ID,Name,Age,Gender,City,Salary,Purchase_Amount,Membership_Type,Join_Date,Last_Purchase_Date,Email,Phone,Satisfaction_Score,Payment_Method
1037,Customer_37,24.0,FEMALE,Kathmandu,60000.0,1200.0,Silver,2024-04-07,2025-08-12,customer37@gmail.com,9850962024,4.0,Card
1038,Customer_38,22.0,FEMALE,Pokhara,60000.0,1800.0,Silver,2024-02-25,2025-05-12,customer38@gmail.com,9896098221,,eSewa
1039,Customer_39,22.0,Male,Lalitpur,50000.0,2500.0,Silver,2024-01-04,2025-10-14,customer39@gmail.com,9856397338,5.0,Bank Transfer
1040,Customer_40,30.0,female,Kathmandu,60000.0,2500.0,Gold,2024-05-02,2025-12-14,customer40@gmail.com,9810226999,4.0,eSewa
1041,Customer_41,28.0,Male,Lalitpur,70000.0,1800.0,Bronze,2024-02-24,2025-05-17,customer41@gmail.com,9851511484,,eSewa
1042,Customer_42,28.0,FEMALE,Lalitpur,70000.0,1500.0,Gold,2024-07-22,2025-07-22,customer42@gmail.com,9833357554,5.0,Bank Transfer
1043,Customer_43,30.0,Male,Lalitpur,55000.0,1500.0,Silver,2024-10-20,2025-11-11,customer43@gmail.com,9872409658,,Bank Transfer
1044,Customer_44,,male,,60000.0,,Gold,2024-11-03,2025-05-17,customer44@gmail.com,9899100953,5.0,Cash
1045,Customer_45,24.0,FEMALE,Lalitpur,50000.0,1500.0,Gold,2024-01-02,2025-04-16,customer45@gmail.com,9892043803,3.0,Bank Transfer
1046,Customer_46,28.0,FEMALE,,50000.0,,Bronze,2024-07-16,2025-07-08,customer46@gmail.com,9829806690,3.0,Cash
1047,Customer_47,28.0,male,Pokhara,200000.0,,Bronze,2024-08-02,2025-09-08,customer47@gmail.com,9826288475,,Card
1048,Customer_48,28.0,FEMALE,,70000.0,2500.0,Silver,2024-08-20,2025-12-17,customer48@gmail.com,9867276174,,Card
1049,Customer_49,,Female,Bhaktapur,55000.0,1500.0,Bronze,2024-05-25,2025-09-16,customer49@gmail.com,9894120751,4.0,eSewa
1050,Customer_50,28.0,Male,Lalitpur,50000.0,1800.0,Silver,2024-06-18,2025-02-05,customer50@gmail.com,9830244148,4.0,Bank Transfer
1051,Customer_51,,male,Pokhara,45000.0,2200.0,Silver,2024-06-18,2025-08-14,customer51@gmail.com,9818357162,4.0,Bank Transfer
1052,Customer_52,28.0,female,Kathmandu,200000.0,2500.0,Silver,2024-08-01,2025-06-10,customer52@gmail.com,9862343121,,Card
1053,Customer_53,28.0,male,Lalitpur,60000.0,2200.0,Gold,2024-07-11,2025-11-22,customer53@gmail.com,9864266464,4.0,Bank Transfer
1054,Customer_54,24.0,female,,45000.0,2200.0,Bronze,2024-10-22,2025-01-03,customer54@gmail.com,9896268397,,Card
1055,Customer_55,28.0,male,Kathmandu,55000.0,2200.0,Silver,2024-04-15,2025-06-11,customer55@gmail.com,9860885459,5.0,Bank Transfer
1056,Customer_56,26.0,Male,Bhaktapur,45000.0,,Bronze,2024-01-12,2025-04-21,customer56@gmail.com,9819209801,3.0,Cash
1057,Customer_57,24.0,male,Kathmandu,70000.0,1500.0,Gold,2024-03-16,2025-11-04,customer57@gmail.com,9885694715,4.0,Bank Transfer
1058,Customer_58,,MALE,Lalitpur,50000.0,2500.0,Bronze,2024-12-23,2025-02-25,customer58@gmail.com,9831980274,5.0,Cash
1059,Customer_59,30.0,Male,Lalitpur,70000.0,,Silver,2024-07-23,2025-04-03,customer59@gmail.com,9889470029,4.0,Cash
1060,Customer_60,,MALE,,200000.0,1200.0,Bronze,2024-01-12,2025-09-14,customer60@gmail.com,9898787891,5.0,Cash
1061,Customer_61,30.0,FEMALE,Lalitpur,45000.0,2200.0,Silver,2024-02-14,2025-06-21,customer61@gmail.com,9871705170,4.0,Bank Transfer
1062,Customer_62,24.0,FEMALE,,,1800.0,Bronze,2024-09-25,2025-08-15,customer62@gmail.com,9868461818,5.0,eSewa
1063,Customer_63,24.0,Male,Lalitpur,60000.0,1500.0,Silver,2024-10-20,2025-11-13,customer63@gmail.com,9855150390,3.0,Bank Transfer
1064,Customer_64,26.0,male,Bhaktapur,50000.0,1800.0,Silver,2024-06-09,2025-10-23,customer64@gmail.com,9847080140,3.0,Card
1065,Customer_65,22.0,male,Bhaktapur,60000.0,2500.0,Gold,2024-12-16,2025-11-23,customer65@gmail.com,9875876924,,Cash
1066,Customer_66,22.0,MALE,Pokhara,60000.0,,Gold,2024-05-22,2025-10-12,customer66@gmail.com,9873519947,5.0,Bank Transfer
1067,Customer_67,,female,Lalitpur,55000.0,,Silver,2024-05-10,2025-05-08,customer67@gmail.com,9826194158,4.0,eSewa
1068,Customer_68,22.0,FEMALE,,200000.0,,Gold,2024-04-07,2025-12-16,customer68@gmail.com,9847111151,5.0,Cash
1069,Customer_69,24.0,MALE,Pokhara,55000.0,1500.0,Silver,2024-01-23,2025-09-05,customer69@gmail.com,9846817443,3.0,Cash
1070,Customer_70,30.0,MALE,Pokhara,,2200.0,Gold,2024-01-19,2025-05-16,customer70@gmail.com,9874251933,,eSewa
1071,Customer_71,24.0,Male,Lalitpur,200000.0,2200.0,Gold,2024-02-13,2025-08-03,customer71@gmail.com,9887446468,3.0,Card
1072,Customer_72,24.0,female,Lalitpur,45000.0,1500.0,Gold,2024-09-25,2025-07-20,customer72@gmail.com,9890010790,4.0,Bank Transfer
1073,Customer_73,28.0,Female,Lalitpur,200000.0,2500.0,Silver,2024-05-19,2025-10-02,customer73@gmail.com,9891823275,3.0,Card
1074,Customer_74,,male,Lalitpur,,1200.0,Gold,2024-04-06,2025-09-03,customer74@gmail.com,9831009452,3.0,Bank Transfer
1075,Customer_75,28.0,FEMALE,,60000.0,1800.0,Gold,2024-04-10,2025-12-10,customer75@gmail.com,9870939053,3.0,Card
1076,Customer_76,26.0,FEMALE,,,1500.0,Silver,2024-02-18,2025-04-21,customer76@gmail.com,9829997018,5.0,Card
1077,Customer_77,22.0,Male,Pokhara,200000.0,1800.0,Bronze,2024-12-27,2025-10-10,customer77@gmail.com,9868942178,3.0,Bank Transfer
1078,Customer_78,,MALE,Bhaktapur,55000.0,2500.0,Bronze,2024-08-15,2025-02-20,customer78@gmail.com,9815350023,,eSewa
1079,Customer_79,30.0,MALE,Kathmandu,45000.0,1500.0,Bronze,2024-10-19,2025-01-25,customer79@gmail.com,9846173157,3.0,Card
1080,Customer_80,28.0,female,Bhaktapur,55000.0,1500.0,Bronze,2024-07-21,2025-08-03,customer80@gmail.com,9873083727,5.0,Bank Transfer
1081,Customer_81,26.0,MALE,Kathmandu,200000.0,1500.0,Silver,2024-07-23,2025-08-10,customer81@gmail.com,9898930456,,Cash
1082,Customer_82,28.0,Male,Lalitpur,55000.0,1800.0,Gold,2024-07-28,2025-09-27,customer82@gmail.com,9810154493,,Bank Transfer
1083,Customer_83,22.0,male,,55000.0,2500.0,Silver,2024-11-15,2025-01-07,customer83@gmail.com,9845843681,4.0,eSewa
1084,Customer_84,28.0,FEMALE,Bhaktapur,45000.0,1200.0,Bronze,2024-10-26,2025-04-23,customer84@gmail.com,9831257157,5.0,Cash
1085,Customer_85,30.0,Female,Kathmandu,50000.0,1200.0,Silver,2024-02-21,2025-03-16,customer85@gmail.com,9849172995,5.0,Bank Transfer
1086,Customer_86,28.0,Female,Pokhara,60000.0,2500.0,Gold,2024-07-07,2025-10-17,customer86@gmail.com,9828321839,3.0,eSewa
1087,Customer_87,28.0,MALE,,55000.0,1200.0,Silver,2024-12-10,2025-10-19,customer87@gmail.com,9898575748,,Card
1088,Customer_88,28.0,female,Bhaktapur,55000.0,1800.0,Bronze,2024-09-13,2025-08-11,customer88@gmail.com,9835320492,4.0,Bank Transfer
1089,Customer_89,24.0,Female,Kathmandu,55000.0,,Silver,2024-12-26,2025-07-13,customer89@gmail.com,9899078806,4.0,Bank Transfer
1090,Customer_90,22.0,male,,70000.0,1800.0,Gold,2024-08-04,2025-09-15,customer90@gmail.com,9812059919,4.0,Bank Transfer
1091,Customer_91,,male,Kathmandu,60000.0,1800.0,Silver,2024-10-23,2025-07-21,customer91@gmail.com,9820779739,5.0,Bank Transfer
1092,Customer_92,26.0,FEMALE,Bhaktapur,200000.0,2500.0,Gold,2024-10-03,2025-04-21,customer92@gmail.com,9848571356,4.0,Cash
1093,Customer_93,28.0,Male,Kathmandu,60000.0,1500.0,Bronze,2024-05-01,2025-01-11,customer93@gmail.com,9817532195,5.0,eSewa
1094,Customer_94,26.0,Female,Pokhara,50000.0,2500.0,Silver,2024-10-22,2025-03-06,customer94@gmail.com,9833497411,3.0,Bank Transfer
1095,Customer_95,30.0,FEMALE,Pokhara,60000.0,2500.0,Gold,2024-04-15,2025-11-09,customer95@gmail.com,9871682508,5.0,Cash
1096,Customer_96,28.0,MALE,,50000.0,1200.0,Silver,2024-06-19,2025-05-21,customer96@gmail.com,9866949781,5.0,Bank Transfer
1097,Customer_97,26.0,male,Bhaktapur,200000.0,2200.0,Gold,2024-04-13,2025-10-12,customer97@gmail.com,9887149951,5.0,eSewa
1098,Customer_98,22.0,FEMALE,Bhaktapur,55000.0,1200.0,Bronze,2024-11-25,2025-12-02,customer98@gmail.com,9891390501,,eSewa
1099,Customer_99,24.0,female,Lalitpur,50000.0,,Gold,2024-10-09,2025-11-25,customer99@gmail.com,9898473848,4.0,Cash
1100,Customer_100,,FEMALE,Kathmandu,55000.0,2200.0,Gold,2024-10-12,2025-12-05,customer100@gmail.com,9822097496,5.0,eSewa
1006,Customer_6,26.0,Male,Pokhara,200000.0,1200.0,Silver,2024-05-15,2025-11-27,customer6@gmail.com,9858966946,4.0,eSewa
1011,Customer_11,24.0,male,,60000.0,1200.0,Gold,2024-02-05,2025-11-06,customer11@gmail.com,9866661351,3.0,Bank Transfer
